loan_id,customer_ref,loan_type,amount_requested,amount_approved,interest_rate,term_months,application_date,status,credit_score_at_application
LN5472,angela.dixon@yahoo.com,Personal Loan,163188.3,153665.53,7.01,24,"Oct 14, 2024",Approved,842
LN5050,500433,Business Loan,187276.53,,9.26,60,"Jun 21, 2024",Pending Review,674
LN5067,500431,   Mortgage   ,297677.85,263704.62,-,180,2025-12-06,Approved,575
LN5191,500681,Business Loan,4905.19,,8.44,120,11/21/2024,Denied,752
LN5048,500287,pERSONAL lOAN,NULL,364317.94,10.37,24,2023-09-26,Approved,725
LN5600,500143,Auto Loan,42477.43,30217.08,7.76,60,2023-04-03,Approved,831
LN5133,michelle.clark@yahoo.com,UNKNOWN,414199.7,365463.28,4.32,24,27/09/2024,Approved,539
LN5520,500376,Auto Loan,"$267,951.99",,null,120,20-01-2023,Pending Review,837
LN5483,seth.potter@hotmail.com,Personal Loan,431408.56,396672.09,,180,2023-04-06,Approved,530
LN5624,500487,Auto Loan,305044.37,,10.76,360,21/02/2025,Denied,774
LN5298,500484,Personal Loan,372839.55,372486.99,12.76,12,"May 08, 2025",Approved,603
LN5032,adam.fowler@gmail.com,Student Loan,164670.23,155849.27,null,12,27/04/2024,Approved,n/a
LN5561,500312,Business Loan,95399.15,,4.26,120,07/04/2023,Denied,749
LN5607,500326,Mortgage,424140.27,301543.74 usd,4.25,60,20230809,Approved,652
LN5047,500698,Student Loan,190060.77,,5.45,120,24-08-2023,Withdrawn,500
LN5016,500632,Personal Loan,272040.29,,9.05,24,"Jun 08, 2026",Pending Review,547
LN5482,500140,Business Loan,278495.1,,12.76,48,20230313,Denied,590
LN5316,matthew.padilla@yahoo.com,Mortgage,433720.95,,13.27,120,"Apr 24, 2024",Denied,828
LN5649,bianca.allen@yahoo.com,Business Loan,56423.55,,N/A,60,2025-12-23,Denied,722
LN5156,500657,Personal Loan,266162.28,251073.08,12.45,120,18/09/2023,Approved,812
LN5164,500485,Student Loan,114377.05,80338.87,13.32,48,26-11-2022,Approved,679
LN5200,500735,Personal Loan,415546.05,359922.87,5.03,120,19/08/2022,Approved,729
LN5479,500413,Auto Loan,343443.21,,7.1,null,05/02/2025,Denied,617
LN5015,500534,Auto Loan,339920.3,279044.87,3.63,24,02/21/2026,Approved,625
LN5407,jacob.baldwin@hotmail.com,Student Loan,445757.94,401286.79,10.27,24,"Jun 11, 2024",APPROVED,504
ln5220,jennifer.johnson@gmail.com,Mortgage,415996.08,353983.12,9.32,120,2024-04-02,Approved,775
LN5034,matthew.wilkinson@gmail.com,Auto Loan,59273.81,56987.43,6.0,120,11/05/2024,Approved,718
LN5351,500477,Auto Loan,212198.32,184410.64,6.9,48,16/02/2024,Approved,721
LN5411,500384,Mortgage,260144.85,,4.26,60,2024-02-23,Pending Review,668
ln5110,500714,Auto Loan,232446.94,,11.16,36,"May 03, 2023",Denied,unknown
LN5237,500714,Student Loan,35137.27,,9.12,12,25/05/2023,Denied,564
LN5476,bryan.smith@hotmail.com,Auto Loan,119511.05,,10.17,12,01/22/2024,Pending Review,758
LN5377,william.powell@yahoo.com,Mortgage,217474.21,,14.76,24,"Aug 18, 2024",Withdrawn,701
LN5002,500516,n/a,341202.76,304543.92,12.79,48,20/09/2023,Approved,626
LN5622,500749,Student Loan,353503.36,,12.48,360,"Jan 26, 2025",Withdrawn,685
LN5025,james.collins@hotmail.com,Business Loan,97080.17,,4.12,36,25/05/2023,Denied,714
LN5491,bobby.peters@gmail.com,Auto Loan,203627.42,,5.94,60,20230107,Pending Review,528
LN5071,500131,Mortgage,159408.47,130207.77,9.34,24,"Oct 07, 2023",Approved,830
LN5558,casey.stone@yahoo.com,Student Loan,356636.07,,3.52,36,20260324,Withdrawn,834
LN5125,500452,Business Loan,283130.04,,8.91,24,2026-07-12,Denied,540
LN5473,michael.case@gmail.com,Student Loan,249386.88,,3.88,12,20260216,Withdrawn,602
LN5055,500346,Auto Loan,311132.83,,10.49,180,30/01/2024,Withdrawn,753
LN5288,jason.barton@yahoo.com,Student Loan,432902.89,410102.03,4.74,48,"Feb 01, 2023",Approved,659
LN5564,lauren.lewis@hotmail.com,Mortgage,356167.48,325296.01,14.88,36,"Oct 12, 2025",   Approved   ,620
LN5056,500536,Auto Loan,347781.62,,8.03,N/A,20250614,Pending Review,591
LN5271,500421,Personal Loan,193908.9,,N/A,,"Apr 25, 2026",Denied,830
LN5059,kyle.scott@hotmail.com,Auto Loan,112508.6,,5.01,12,2023-01-21,Withdrawn,642
LN5632,500120,Student Loan,101651.02,"87,406.74",11.75,120,07-01-2026,Approved,NULL
LN5631,scott.weber@hotmail.com,Student Loan,260331.94,198622.23,11.56,180,20250302,Approved,558
LN5528,500738,Business Loan,371724.46,345789.27,12.31,48,22-12-2023,Approved,518
LN5460,500007,Auto Loan,432345.35,413185.75,8.08,48,04/07/2025,Approved,569
LN5260,500187,Auto Loan,139618.47,,11.96,180,11-06-2024,Pending Review,804
LN5214,500390,Mortgage,23272.09,23145.12,13.85,12,20250128,Approved,500
LN5306,500595,Business Loan,405089.43,315898.88,6.21,120,19/02/2026,Approved,UNKNOWN
LN5593,RACHEL.JORDAN@YAHOO.COM,Business Loan,343281.23,,11.9,unknown,05/25/2026,Pending Review,568
LN5372,500111,Student Loan,106722.03,76278.28,6.62,48,29/11/2024,Approved,601
LN5018,500207,Student Loan,179530.35,,9.0,180,07/07/2023,Pending Review,643
LN5635,meghan.johnson@gmail.com,Mortgage,381169.06,,3.99,36,"May 22, 2025",Denied,517
LN5403,500723,Business Loan,86562.1,77656.83,7.02,12,20240226,Approved,619
LN5333,500669,Personal Loan,377333.87,,14.44,12,2022-12-07,Pending Review,583
LN5319,500580,Student Loan,56634.18,48443.2,10.84,120,"Jan 11, 2026",Approved,583
LN5501,500306,Business Loan,UNKNOWN,,7.39,N/A,05/10/2022,Pending Review,794
LN5349,erica.proctor@hotmail.com,   Mortgage   ,43566.02,40694.98,6.67,48,2024-02-20,Approved,639
